biz,sf,dev,nb,n_peers,C,E,expected,O_E,p,peer_rate,alert_peer,注目度,cover
E1,SF-103,M09,2,9,270.0,179080,253.44444444444443,1.0653222270933802,0.170726673613163,0.0014152582334400515,True,3.0,36
E1,SF-103,M10,2,9,248.0,179080,255.88888888888889,0.9691706469821971,0.6896855016161745,0.0014289082470900652,True,3.0,36
E1,SF-104,M01,1,4,160.0,179080,178.00000000000003,0.8988764044943819,0.8973869864975311,0.0009939691757873577,True,3.0,36
E1,SF-104,M02,2,3,376.0,179080,352.3333333333333,1.06717123935667,0.14642942664916236,0.0019674633310996946,True,3.0,36
E1,SF-104,M03,1,4,189.0,179080,170.75,1.1068814055636895,0.11694891019846411,0.000953484476211749,True,3.0,36
E1,SF-104,M05,2,3,352.0,179080,360.3333333333333,0.9768732654949122,0.6581957082633534,0.0020121361030451938,True,3.0,36
E1,SF-104,M06,1,4,191.0,179080,170.25,1.1218795888399413,0.08751415864030868,0.0009506924279651552,True,3.0,36
E1,SF-104,M07,2,3,363.0,179080,356.66666666666663,1.0177570093457946,0.39588904189047686,0.0019916610825701734,True,3.0,36
E1,SF-104,M08,1,4,180.0,179080,173.0,1.0404624277456647,0.3304705348766249,0.0009660486933214206,True,3.0,36
E1,SF-104,M09,2,3,342.0,179080,363.66666666666663,0.9404216315307059,0.8466399964832323,0.002030749758022485,True,3.0,36
E1,SF-104,M10,1,4,152.0,179080,180.0,0.8444444444444444,0.975228707501886,0.0010051373687737324,True,3.0,36
E1,SF-105,M01,1,9,57.0,179080,52.22222222222222,1.0914893617021277,0.28597933519667024,0.00029161392797756434,True,3.0,36
E1,SF-105,M02,1,9,50.0,179080,53.0,0.9433962264150944,0.6733833557831179,0.0002959571141389323,True,3.0,36
E1,SF-105,M03,1,9,51.0,179080,52.88888888888889,0.9642857142857142,0.6186257602715778,0.0002953366589730226,True,3.0,36
E1,SF-105,M04,1,9,45.0,179080,53.55555555555555,0.8402489626556018,0.8849364901414416,0.00029905938996848086,True,3.0,36
E1,SF-105,M05,1,9,51.0,179080,52.88888888888889,0.9642857142857142,0.6186257602715778,0.0002953366589730226,True,3.0,36
E1,SF-105,M06,1,9,54.0,179080,52.55555555555555,1.0274841437632136,0.4462081089632089,0.00029347529347529346,True,3.0,36
E1,SF-105,M07,1,9,54.0,179080,52.55555555555555,1.0274841437632136,0.4462081089632089,0.00029347529347529346,True,3.0,36
E1,SF-105,M08,1,9,54.0,179080,52.55555555555555,1.0274841437632136,0.4462081089632089,0.00029347529347529346,True,3.0,36
E1,SF-105,M09,1,9,49.0,179080,53.111111111111114,0.9225941422594142,0.7249333933985848,0.00029657756930484205,True,3.0,36
E1,SF-105,M10,1,9,62.0,179080,51.66666666666667,1.2,0.10257321121496574,0.0002885116521480158,True,3.0,36
E1,SF-101,M04,1,9,161.0,179080,218.7777777777778,0.7359065515490095,0.9999587910895716,0.0012216762216762217,False,3.0,36
E1,SF-101,M05,1,9,156.0,179080,219.33333333333334,0.7112462006079027,0.9999926020974725,0.0012247784975057702,False,3.0,36
E1,SF-101,M06,1,9,158.0,179080,219.11111111111111,0.7210953346855984,0.9999850012066318,0.0012235375871739508,False,3.0,36
E1,SF-101,M07,1,9,141.0,179080,221.0,0.6380090497737556,0.9999999847249017,0.001234085324994416,False,3.0,36
E1,SF-101,M08,1,9,163.0,179080,218.55555555555557,0.7458057956278596,0.9999217426631887,0.0012204353113444023,False,3.0,36
E1,SF-101,M09,1,9,159.0,179080,218.99999999999997,0.7260273972602741,0.9999788547625339,0.001222917132008041,False,3.0,36
E1,SF-101,M10,1,9,142.0,179080,220.88888888888889,0.6428571428571429,0.9999999757435206,0.0012334648698285062,False,3.0,36
E1,SF-102,M10,1,9,168.0,179080,229.44444444444443,0.7322033898305085,0.9999784532174876,0.001281239917603554,False,3.0,36
