biz,sf,dev,nb,n_peers,C,E,expected,O_E,p,peer_rate,alert_peer,注目度,cover
E1,SF-102,M02,1,7,179,179080,200.14285714285714,0.894361170592434,0.9273517793675083,0.0011176170267079358,False,0.0,36
E1,SF-102,M03,1,7,185,179080,199.28571428571428,0.9283154121863799,0.8386256911873065,0.0011128306582852037,False,0.0,36
E1,SF-102,M09,1,7,183,179080,199.57142857142856,0.9169649248389407,0.8737245988203819,0.0011144261144261144,False,0.0,36
E1,SF-103,M01,2,8,242,179080,258.125,0.9375302663438256,0.8370699452969202,0.0014413949073039981,False,0.0,36
E1,SF-103,M02,2,8,224,179080,260.375,0.8602976476236198,0.9864257847525014,0.0014539591244136698,False,0.0,36
E1,SF-103,M05,2,8,253,179080,256.75,0.98539435248296,0.5971157011065554,0.0014337167746258654,False,0.0,36
E1,SF-104,M01,1,3,160,179080,187.33333333333334,0.8540925266903914,0.9657924154485449,0.0010460874097237734,False,0.0,36
E1,SF-104,M05,2,3,352,179080,361.3333333333333,0.974169741697417,0.6747343279501243,0.0020177201995383812,False,0.0,36
E1,SF-104,M09,2,3,345,179080,363.66666666666663,0.9486709440879928,0.8112646457391175,0.002030749758022485,False,0.0,36
E1,SF-105,M02,1,8,50,179080,52.125,0.9592326139088729,0.6311226322877306,0.00029107102970739334,False,0.0,36
E1,SF-105,M03,1,8,51,179080,52.0,0.9807692307692307,0.5738030362898129,0.0002903730176457449,False,0.0,36
E1,SF-105,M04,1,8,45,179080,52.74999999999999,0.8530805687203793,0.862653045730474,0.00029456109001563545,False,0.0,36
E1,SF-105,M05,1,8,51,179080,52.0,0.9807692307692307,0.5738030362898129,0.0002903730176457449,False,0.0,36
E1,SF-105,M09,1,8,51,179080,52.0,0.9807692307692307,0.5738030362898129,0.0002903730176457449,False,0.0,36
