biz,dev,part,dist,ym,use,fleet,base_rate,expected,O_E,p,alert_dist,注目度
E1,M02,102-0,D,202412,2.0,1252.0,0.0009623214153527278,1.2048264120216152,1.659990169574834,,False,0.0
E1,M02,102-0,E,202412,0.0,584.0,0.0012690355329949238,0.7411167512690354,0.0,,False,0.0
E1,M02,103-0,A,202412,2.0,2839.0,0.00035923059338362564,1.0198556546161133,1.9610618335521468,,False,0.0
E1,M02,103-0,B,202412,1.0,2004.0,0.0006476983576220218,1.2979875086745316,0.7704234388366125,,False,0.0
E1,M02,103-0,C,202412,1.0,1670.0,0.0007217410615145459,1.2053075727292917,0.8296637494242284,,False,0.0
E1,M02,103-0,D,202412,0.0,1252.0,0.0005921977940632171,0.7414316381671479,0.0,,False,0.0
E1,M02,103-0,E,202412,0.0,584.0,,,,,False,0.0
E1,M02,103-1,A,202412,0.0,2839.0,0.0007184611867672513,2.0397113092322265,0.0,,False,0.0
E1,M02,103-1,B,202412,0.0,2004.0,0.00037011334721258386,0.741707147814018,0.0,,False,0.0
E1,M02,103-1,C,202412,0.0,1670.0,0.0010548523206751054,1.761603375527426,0.0,,False,0.0
E1,M02,103-1,D,202412,0.0,1252.0,0.000518173069805315,0.6487526833962544,0.0,,False,0.0
E1,M02,103-1,E,202412,1.0,584.0,0.0006345177664974619,0.3705583756345177,2.698630136986302,,False,0.0
E1,M02,104-0,A,202412,1.0,2839.0,0.0007511185134384899,2.132425459651873,0.4689495688929047,,False,0.0
E1,M02,104-0,B,202412,1.0,2004.0,0.0010178117048346056,2.0396946564885496,0.4902694610778443,,False,0.0
E1,M02,104-0,C,202412,2.0,1670.0,0.0008882966910948257,1.483455474128359,1.3482035928143712,,False,0.0
E1,M02,104-0,D,202412,0.0,1252.0,0.0008142719668369235,1.0194685024798282,0.0,,False,0.0
E1,M02,104-0,E,202412,0.0,584.0,0.0006345177664974619,0.3705583756345177,0.0,,False,0.0
E1,M02,104-1,B,202412,1.0,2004.0,0.0008790191996298866,1.7615544760582929,0.5676804286164513,,False,0.0
E1,M02,104-1,C,202412,2.0,1670.0,0.0010548523206751054,1.761603375527426,1.1353293413173653,,False,0.0
E1,M02,104-1,D,202412,1.0,1252.0,0.0008882966910948257,1.1121474572507217,0.8991613418530352,,False,0.0
E1,M02,104-1,E,202412,2.0,584.0,0.00047588832487309646,0.27791878172588835,7.1963470319634695,,False,0.0
E1,M02,105-0,A,202412,1.0,2839.0,0.00022860128669867084,0.6489990529375265,1.5408342977909728,,False,0.0
E1,M02,105-0,B,202412,0.0,2004.0,0.00018505667360629193,0.370853573907009,0.0,,False,0.0
E1,M02,105-0,C,202412,0.0,1670.0,0.00033311125916055963,0.5562958027981346,0.0,,False,0.0
E1,M02,105-0,D,202412,0.0,1252.0,,,,,False,0.0
E1,M02,105-0,E,202412,0.0,584.0,0.0006345177664974619,0.3705583756345177,0.0,,False,0.0
E1,M03,100-0,C,202412,0.0,1644.0,0.0012994350282485875,2.136271186440678,0.0,,False,0.0
E1,M03,100-0,D,202412,2.0,1233.0,0.000903954802259887,1.1145762711864406,1.794403892944039,,False,0.0
E1,M03,100-0,E,202412,2.0,575.0,0.0011299435028248588,0.6497175141242938,3.0782608695652174,,False,0.0
E1,M03,101-0,A,202412,3.0,2795.0,0.0010967098703888335,3.0653040877367896,0.9786957228817694,,False,0.0
E1,M03,101-0,B,202412,2.0,1973.0,0.0011299435028248588,2.229378531073446,0.897110998479473,,False,0.0
E1,M03,101-0,C,202412,1.0,1644.0,0.0010734463276836157,1.7647457627118643,0.5666538609296965,,False,0.0
E1,M03,101-0,D,202412,1.0,1233.0,0.0014312617702448211,1.7647457627118643,0.5666538609296965,,False,0.0
E1,M03,101-0,E,202412,0.0,575.0,0.0008071025020177562,0.4640839386602098,0.0,,False,0.0
E1,M03,102-0,B,202412,0.0,1973.0,0.0013182674199623352,2.6009416195856874,0.0,,False,0.0
E1,M03,102-0,C,202412,1.0,1644.0,0.0014124293785310734,2.3220338983050848,0.4306569343065693,,False,0.0
E1,M03,102-0,D,202412,2.0,1233.0,0.0006779661016949153,0.8359322033898305,2.3925385239253854,,False,0.0
E1,M03,102-0,E,202412,0.0,575.0,0.0008071025020177562,0.4640839386602098,0.0,,False,0.0
E1,M03,103-0,B,202412,1.0,1973.0,0.0006591337099811676,1.3004708097928437,0.7689522844109767,,False,0.0
E1,M03,103-0,C,202412,0.0,1644.0,0.0005649717514124294,0.9288135593220339,0.0,,False,0.0
E1,M03,103-0,D,202412,0.0,1233.0,0.0011299435028248588,1.3932203389830509,0.0,,False,0.0
E1,M03,103-0,E,202412,0.0,575.0,0.00048426150121065375,0.2784503631961259,0.0,,False,0.0
E1,M03,103-1,A,202412,1.0,2795.0,0.0009970089730807576,2.786640079760718,0.35885509838998214,,False,0.0
E1,M03,103-1,B,202412,1.0,1973.0,0.0008945386064030132,1.764924670433145,0.5665964200922987,,False,0.0
E1,M03,103-1,C,202412,1.0,1644.0,0.000847457627118644,1.3932203389830509,0.7177615571776156,,False,0.0
E1,M03,103-1,D,202412,0.0,1233.0,0.0006779661016949153,0.8359322033898305,0.0,,False,0.0
E1,M03,103-1,E,202412,1.0,575.0,0.00048426150121065375,0.2784503631961259,3.5913043478260867,,False,0.0
E1,M03,104-0,A,202412,2.0,2795.0,0.0007976071784646061,2.229312063808574,0.8971377459749553,,False,0.0
E1,M03,104-0,B,202412,1.0,1973.0,0.001224105461393597,2.415160075329567,0.41405123006744904,,False,0.0
E1,M03,104-0,C,202412,1.0,1644.0,0.0011299435028248588,1.8576271186440678,0.5383211678832117,,False,0.0
E1,M03,104-0,D,202412,1.0,1233.0,0.0015065913370998117,1.8576271186440678,0.5383211678832117,,False,0.0
E1,M03,104-0,E,202412,0.0,575.0,0.0011299435028248588,0.6497175141242938,0.0,,False,0.0
E1,M03,105-0,A,202412,1.0,2795.0,0.0002658690594882021,0.7431040212695248,1.345706618962433,,False,0.0
E1,M03,105-0,B,202412,1.0,1973.0,0.00023540489642184556,0.4644538606403013,2.153066396350735,,False,0.0
E1,M03,105-0,C,202412,0.0,1644.0,0.00016949152542372882,0.27864406779661016,0.0,,False,0.0
E1,M03,105-0,D,202412,0.0,1233.0,0.0004519774011299435,0.5572881355932203,0.0,,False,0.0
E1,M03,105-0,E,202412,0.0,575.0,0.0008071025020177562,0.4640839386602098,0.0,,False,0.0
E1,M04,100-0,A,202412,2.0,2706.0,0.0008956560680698612,2.4236453201970445,0.8252032520325203,,False,0.0
E1,M04,100-0,B,202412,2.0,1910.0,0.0009760382606998194,1.8642330779366552,1.0728272251308901,,False,0.0
E1,M04,100-0,C,202412,1.0,1592.0,0.0012883579292574372,2.05106582337784,0.48755139333028785,,False,0.0
E1,M04,100-0,E,202412,0.0,557.0,0.002007696168646478,1.1182867659360882,0.0,,False,0.0
E1,M04,101-0,A,202412,2.0,2706.0,0.0009301043783802404,2.5168624478969304,0.7946401686239085,,False,0.0
E1,M04,101-0,B,202412,0.0,1910.0,0.0007808306085598555,1.491386462349324,0.0,,False,0.0
E1,M04,101-0,C,202412,2.0,1592.0,0.0011712344811431249,1.8646052939798547,1.0726130653266333,,False,0.0
E1,M04,101-0,D,202412,0.0,1194.0,0.0009369875849144999,1.118763176387913,0.0,,False,0.0
E1,M04,101-0,E,202412,1.0,557.0,0.0011711560983771122,0.6523339467960515,1.532957168504745,,False,0.0
E1,M04,102-0,A,202412,2.0,2706.0,0.0011712425505528954,3.169382341796135,0.6310377809660449,,False,0.0
E1,M04,102-0,B,202412,1.0,1910.0,0.0009760382606998194,1.8642330779366552,0.5364136125654451,,False,0.0
E1,M04,102-0,C,202412,2.0,1592.0,0.000995549308971656,1.5849144998828764,1.2618977239136862,,False,0.0
E1,M04,102-0,D,202412,1.0,1194.0,0.0006246583899429999,0.7458421175919419,1.3407663316582916,,False,0.0
E1,M04,102-0,E,202412,2.0,557.0,0.001003848084323239,0.5591433829680441,3.5769000598444047,,False,0.0
E1,M04,103-0,A,202412,1.0,2706.0,0.0006889662062075856,1.8643425539977265,0.5363821138211382,,False,0.0
E1,M04,103-0,B,202412,0.0,1910.0,0.0009760382606998194,1.8642330779366552,0.0,,False,0.0
E1,M04,103-0,C,202412,1.0,1592.0,0.0007027406886858749,1.118763176387913,0.8938442211055276,,False,0.0
E1,M04,103-0,D,202412,1.0,1194.0,0.0007808229874287499,0.9323026469899274,1.0726130653266333,,False,0.0
E1,M04,103-0,E,202412,0.0,557.0,0.001003848084323239,0.5591433829680441,0.0,,False,0.0
E1,M04,103-1,B,202412,1.0,1910.0,0.0006344248694548826,1.2117515006588258,0.8252517116391462,,False,0.0
E1,M04,103-1,C,202412,0.0,1592.0,0.0006441789646287186,1.02553291168892,0.0,,False,0.0
E1,M04,103-1,D,202412,0.0,1194.0,0.0005465760912001249,0.6526118528929492,0.0,,False,0.0
E1,M04,103-1,E,202412,0.0,557.0,0.0008365400702693659,0.46595281914003683,0.0,,False,0.0
E1,M04,104-0,B,202412,4.0,1910.0,0.0029281147820994584,5.592699233809966,0.71521815008726,,False,0.0
E1,M04,104-0,D,202412,2.0,1194.0,0.0032794565472007496,3.915671117357695,0.5107681263460159,,False,0.0
E1,M04,104-0,E,202412,1.0,557.0,0.004182700351346829,2.329764095700184,0.42922800718132853,,False,0.0
E1,M04,104-1,A,202412,7.0,2706.0,0.0032381411691756517,8.762410003789313,0.7988669780314825,,False,0.0
E1,M04,104-2,A,202412,7.0,2706.0,0.0030314513073133762,8.203107237589997,0.8533351810790835,,False,0.0
E1,M04,104-2,D,202412,2.0,1194.0,0.0032013742484578744,3.822440852658702,0.5232258855251869,,False,0.0
E1,M04,104-2,E,202412,2.0,557.0,0.002676928224861971,1.4910490212481178,1.3413375224416517,,False,0.0
E1,M04,105-0,A,202412,0.0,2706.0,0.0002755864824830342,0.7457370215990905,0.0,,False,0.0
E1,M04,105-0,B,202412,1.0,1910.0,0.00029281147820994584,0.5592699233809966,1.78804537521815,,False,0.0
E1,M04,105-0,C,202412,0.0,1592.0,0.00017568517217146873,0.2796907940969782,0.0,,False,0.0
E1,M04,105-0,D,202412,0.0,1194.0,,,,,False,0.0
E1,M04,105-0,E,202412,0.0,557.0,,,,,False,0.0
E1,M05,100-0,C,202412,1.0,1566.0,0.0010737294201861132,1.6814602720114533,0.5947211579395487,,False,0.0
E1,M05,100-0,D,202412,1.0,1174.0,0.0011930326890956812,1.4006203769983299,0.7139693356047699,,False,0.0
E1,M05,100-0,E,202412,1.0,548.0,0.0008520790729379687,0.4669393319700068,2.1416058394160586,,False,0.0
E1,M05,101-0,A,202412,2.0,2662.0,0.0008421348117477807,2.241762868872592,0.8921550212872527,,False,0.0
E1,M05,101-0,B,202412,2.0,1879.0,0.0006959288164239201,1.307650246060546,1.5294609594769253,,False,0.0
E1,M05,101-0,C,202412,0.0,1566.0,0.0004772130756382725,0.7473156764495347,0.0,,False,0.0
E1,M05,101-0,D,202412,0.0,1174.0,0.0007158196134574087,0.8403722261989978,0.0,,False,0.0
E1,M05,101-0,E,202412,0.0,548.0,0.0005112474437627812,0.2801635991820041,0.0,,False,0.0
E1,M05,102-0,B,202412,1.0,1879.0,0.0010936024258090173,2.0548789580951436,0.4866466689244762,,False,0.0
E1,M05,102-0,C,202412,2.0,1566.0,0.0014316392269148174,2.241947029348604,0.8920817369093231,,False,0.0
E1,M05,102-0,D,202412,2.0,1174.0,0.0007953551260637875,0.9337469179988865,2.14190800681431,,False,0.0
E1,M05,102-0,E,202412,0.0,548.0,0.0010224948875255625,0.5603271983640082,0.0,,False,0.0
E1,M05,103-0,A,202412,1.0,2662.0,0.0005965121583213446,1.5879153654514195,0.6297564856145312,,False,0.0
E1,M05,103-0,B,202412,2.0,1879.0,0.0006462196152507829,1.2142466570562211,1.647111802513612,,False,0.0
E1,M05,103-0,C,202412,1.0,1566.0,0.00035790980672870435,0.560486757337151,1.7841634738186463,,False,0.0
E1,M05,103-0,D,202412,0.0,1174.0,0.0010339616638829238,1.2138709933985525,0.0,,False,0.0
E1,M05,103-0,E,202412,2.0,548.0,0.0008520790729379687,0.4669393319700068,4.283211678832117,,False,0.0
E1,M05,103-1,A,202412,1.0,2662.0,0.0008421348117477807,2.241762868872592,0.44607751064362633,,False,0.0
E1,M05,103-1,B,202412,0.0,1879.0,0.0004473828105582343,0.8406323010389223,0.0,,False,0.0
E1,M05,103-1,C,202412,2.0,1566.0,0.0005368647100930566,0.8407301360057267,2.378884631758195,,False,0.0
E1,M05,103-1,D,202412,0.0,1174.0,0.0005567485882446513,0.6536228425992205,0.0,,False,0.0
E1,M05,103-1,E,202412,1.0,548.0,0.0011929107021131562,0.6537150647580096,1.529718456725756,,False,0.0
E1,M05,104-0,B,202412,1.0,1879.0,0.0012427300293284286,2.3350897251081175,0.4282490686535391,,False,0.0
E1,M05,104-0,C,202412,1.0,1566.0,0.0008947745168217609,1.4012168933428777,0.7136653895274584,,False,0.0
E1,M05,104-0,D,202412,1.0,1174.0,0.0008748906386701663,1.0271216097987752,0.973594548551959,,False,0.0
E1,M05,104-0,E,202412,0.0,548.0,0.0008520790729379687,0.4669393319700068,0.0,,False,0.0
E1,M05,104-1,B,202412,0.0,1879.0,0.0010438932246358802,1.9614753690908189,0.0,,False,0.0
E1,M05,104-1,C,202412,1.0,1566.0,0.0007754712479121927,1.214387974230494,0.8234600648393752,,False,0.0
E1,M05,104-1,D,202412,0.0,1174.0,0.0007158196134574087,0.8403722261989978,0.0,,False,0.0
E1,M05,104-1,E,202412,0.0,548.0,0.0006816632583503749,0.3735514655760055,0.0,,False,0.0
E1,M05,105-0,A,202412,1.0,2662.0,0.00024562265342643603,0.6538475034211727,1.5294086079210045,,False,0.0
E1,M05,105-0,B,202412,1.0,1879.0,0.00024854600586568575,0.4670179450216235,2.1412453432676957,,False,0.0
E1,M05,105-0,C,202412,0.0,1566.0,0.00035790980672870435,0.560486757337151,0.0,,False,0.0
E1,M05,105-0,D,202412,0.0,1174.0,0.0005567485882446513,0.6536228425992205,0.0,,False,0.0
E1,M05,105-0,E,202412,1.0,548.0,,,,,False,0.0
E1,M06,100-0,A,202412,3.0,2618.0,0.0012513854624763131,3.2761271407629877,0.9157153770599148,,False,0.0
E1,M06,100-0,B,202412,2.0,1848.0,0.001063668135541711,1.9656587144810818,1.017470624613482,,False,0.0
E1,M06,100-0,D,202412,2.0,1155.0,0.0016208768943998704,1.8721128130318503,1.0683116883116883,,False,0.0
E1,M06,100-0,E,202412,1.0,539.0,0.0010418475429762111,0.5615558256641778,1.7807668521954236,,False,0.0
